Country,Year,1st_pillar_Institutions,2nd_pillar_Infrastructure,3rd_pillar_Macroeconomic_environment,4th_pillar_Health_and_primary_education,5th_pillar_Higher_education_and_training,6th_pillar_Goods_market_efficiency,7th_pillar_Labor_market_efficiency,8th_pillar_Financial_market_development,9th_pillar_Technological_readiness,10th_pillar_Market_size,11th_pillar_Business_sophistication_,12th_pillar_Innovation,Global_Competitiveness_Index,Population,GDP,Income group,Region,Forum classification
Colombia,2014,3.321360663,3.655047361,5.646847802,5.187972212,4.370441546,4.028353139,4.078148997,4.014582628,3.841622579,4.705754501,4.082967685,3.211957414,4.232444341,47791393,12447,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Colombia,2015,3.30779466,3.672973788,5.534050507,5.318393974,4.298245303,4.003787584,4.060824979,4.60591493,3.822856307,4.766389672,4.06371966,3.237313923,4.27820787,48228704,12761,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Colombia,2016,3.333541821,3.666218987,4.954811547,5.44284231,4.387020486,4.06378983,4.113110691,4.754275958,4.252181156,4.733693013,4.040899994,3.255504966,4.296567642,48260696,12092,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Colombia,2017,3.210924347,3.770093703,4.826973204,5.525811466,4.50370292,4.03325425,3.98452125,4.635596641,4.344184601,4.757548942,4.066436165,3.268299123,4.288351087,49065615,11788,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2007,4.172085555,2.683035691,4.067023448,5.679905501,4.240880658,4.397321963,4.929978903,4.245395826,3.346461489,3.307186967,4.497603238,3.621507704,4.10509605,4369465,12079,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2008,4.353705114,2.802471109,4.728841357,5.923273753,4.350034986,4.503757852,4.68444684,4.241840941,3.488891285,3.27579045,4.51043559,3.624919308,4.232993741,4429506,12219,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2009,4.42356972,3.238625556,4.114355767,5.973079195,4.418088633,4.420875211,4.708653236,4.07680141,3.72330955,3.412330055,4.481209738,3.684230481,4.246573209,4488261,11914,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2010,4.352773931,3.615896214,4.067849565,6.330820066,4.636892791,4.353975195,4.617536246,3.983150588,3.84997122,3.315890812,4.495104392,3.717077493,4.310461143,4545273,12322,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2011,4.131933443,3.70153939,4.261393209,6.079737661,4.652981401,4.31129122,4.512949245,3.826915284,3.938923436,3.309429856,4.423815844,3.610553385,4.265219702,4600487,12694,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2012,4.127301379,3.800388964,4.681104293,5.824384785,4.780235587,4.301800487,4.510880814,3.671917908,4.447535142,3.352272429,4.45843471,3.613375514,4.335628651,4654148,13162,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2013,4.20465053,3.917289676,4.560649115,5.806547433,5.006538574,4.303231291,4.478594902,3.75065467,4.157209313,3.413370648,4.544384214,3.743513776,4.347728302,4706433,13427,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2014,4.260622071,4.078955549,4.403776591,6.05789094,4.998332219,4.473059867,4.288351943,3.744287469,4.774615713,3.427772128,4.492384342,3.775746005,4.415453502,4757606,13713,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2015,4.17444302,4.02831257,4.368269073,5.942254175,4.969630676,4.309967453,4.228213589,3.647375599,4.5909068,3.429865529,4.338781246,3.682737929,4.333676411,4807850,14132,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2016,4.09483155,4.054250103,4.435113923,6.211592207,5.070272055,4.231175937,4.261354552,4.369585864,4.771647323,3.348239438,4.298272836,3.552115357,4.40566678,4920362,12878,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Costa Rica,2017,4.247814621,4.248283337,4.54648809,6.244891722,5.131906976,4.378785452,4.219049819,4.445263783,4.932447885,3.453010512,4.499040955,3.655471361,4.497073943,4905769,13223,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Croatia,2007,3.864002988,3.946927331,4.797073895,5.781917261,4.310807467,4.102777118,4.384268772,4.265404305,3.462916784,3.445341327,4.11004132,3.429466166,4.202051727,4357114,21426,High income,Emerging and Developing Europe,Europe and North America
Croatia,2008,3.818761673,3.975935111,5.102215151,5.851431166,4.352743799,4.113202133,4.352335669,4.368337491,3.72246612,3.570407594,3.984038657,3.408489428,4.22060933,4344151,21873,High income,Emerging and Developing Europe,Europe and North America
Croatia,2009,3.645734666,4.26445371,4.832807763,5.717871868,4.197569332,3.91877954,4.120841944,4.086216135,4.217975572,3.76053429,3.763294672,3.215107086,4.033583753,4330399,20283,High income,Emerging and Developing Europe,Europe and North America
Croatia,2010,3.64947133,4.632143929,4.821683835,6.016698491,4.349626646,3.778068049,3.895507878,3.955754555,4.22586078,3.624490192,3.55581215,3.083221813,4.038294837,4316425,19989,High income,Emerging and Developing Europe,Europe and North America
Croatia,2011,3.585769683,4.728929496,4.753316102,5.961646899,4.411583725,3.808989432,3.88760848,3.870760538,4.503932616,3.574069492,3.657670147,3.088279121,4.081636739,4302073,20571,High income,Emerging and Developing Europe,Europe and North America
Croatia,2012,3.524405078,4.651246945,4.748347855,5.814270537,4.473823456,3.853459346,3.999301743,3.794930144,4.364833888,3.56779964,3.664788024,3.123155234,4.041668097,4287015,20183,High income,Emerging and Developing Europe,Europe and North America
Croatia,2013,3.599219258,4.660457146,4.714144763,5.801603831,4.53366865,3.91920246,3.936421369,3.896698872,4.414605601,3.592577623,3.806894566,3.120794981,4.126225617,4271497,20049,High income,Emerging and Developing Europe,Europe and North America
Croatia,2014,3.58560923,4.720039677,4.436014989,5.910059325,4.670817407,4.051336649,3.863349198,3.909054742,4.556718597,3.582765062,3.834003275,3.101533328,4.128486398,4255853,20060,High income,Emerging and Developing Europe,Europe and North America
Croatia,2015,3.633193258,4.582920823,4.186979824,5.848504216,4.617411982,4.048570337,3.833156889,3.590592563,4.649293042,3.589795327,3.738342138,3.129080703,4.06907741,4240317,20260,High income,Emerging and Developing Europe,Europe and North America
Croatia,2016,3.628988516,4.581154183,4.414611603,5.783312532,4.699992336,4.095651409,3.894682887,3.576902172,4.724064575,3.523701771,3.760232923,3.060543023,4.148113055,4289653,18859,High income,Emerging and Developing Europe,Europe and North America
Croatia,2017,3.454986139,4.647233769,4.849006226,6.12950481,4.544574054,4.042771213,3.766723792,3.647207252,5.038537221,3.617396716,3.792742867,2.9374604,4.190615648,4125700,18390,High income,Emerging and Developing Europe,Europe and North America
Cyprus,2007,4.650054579,4.907490129,5.022526754,6.249754089,4.456483441,4.653287187,4.156477702,4.8843287,3.849113762,2.724659953,4.260410774,3.248267148,4.228155528,1063040,35455,High income,Advanced economies,Europe and North America
Cyprus,2008,5.030338722,5.17404668,5.331982411,6.386350408,4.675854517,4.87653074,4.441912948,5.10689189,4.351027372,3.123312295,4.569298162,3.526196775,4.525087632,1077010,35828,High income,Advanced economies,Europe and North America
Cyprus,2009,5.031891475,5.217438764,5.151051645,6.317148652,4.808354275,4.866835813,4.617135408,5.003819026,4.503819503,2.923332865,4.668950825,3.682869324,4.565590957,1090486,34166,High income,Advanced economies,Europe and North America
Cyprus,2010,4.91189387,5.09605964,4.59865207,6.500064502,4.907938292,4.974097206,4.64180013,5.011546183,4.403879571,2.817488577,4.46974926,3.663072632,4.504985951,1103685,33747,High income,Advanced economies,Europe and North America
Cyprus,2011,4.760818805,5.014351929,4.812414768,6.454939777,4.695434459,4.782386963,4.441318045,4.831593399,4.364530389,2.826220367,4.189148444,3.480657439,4.364387448,1116644,32983,High income,Advanced economies,Europe and North America
Cyprus,2012,4.591522076,4.799211996,3.859110618,6.501860689,4.979177645,4.680337807,4.573023247,4.56047692,4.846688601,2.809620506,4.18377915,3.355915995,4.322649934,1129303,31710,High income,Advanced economies,Europe and North America
Cyprus,2013,4.473631238,4.632644631,3.73034674,6.538127214,5.009808057,4.735260484,4.618903882,4.068866345,4.77653414,2.826064268,4.339143755,3.407944261,4.300420458,1141652,30081,High income,Advanced economies,Europe and North America
Cyprus,2014,4.390032636,4.696411633,3.317459934,6.531082302,5.059787348,4.862503173,4.606920763,3.808853395,4.560673203,2.772456548,4.409081076,3.720217239,4.305410275,1153658,29673,High income,Advanced economies,Europe and North America
Cyprus,2015,4.281407868,4.463310017,4.159497524,6.415902304,4.882469026,4.761804089,4.54825135,3.408508156,4.640243431,2.865258878,4.212331251,3.597788934,4.229735158,1165300,29797,High income,Advanced economies,Europe and North America
Cyprus,2016,4.018047023,4.385299518,3.815462984,6.203497682,4.639276582,4.703249436,4.438698439,3.185631908,4.632189583,2.764814754,4.014404598,3.211845645,4.035374622,1178279,27087,High income,Advanced economies,Europe and North America
Cyprus,2017,4.179635509,5.10689777,4.191673785,6.212044424,4.857584123,4.895602441,4.529908398,3.438635453,5.520828884,2.899416131,4.154461108,3.415912687,4.298566596,1179551,27500,High income,Advanced economies,Europe and North America
Czech Republic,2007,3.840109425,4.221684485,5.262756646,6.056564656,4.845822861,4.651833899,4.635387787,4.604996067,4.121135466,4.375550387,4.705050559,3.946617876,4.577293188,10330487,28595,High income,Advanced economies,Europe and North America
Czech Republic,2008,3.86914548,4.108344739,5.37055708,6.066214368,4.97578679,4.727116825,4.738893727,4.645420902,4.481525603,4.44733638,4.768878316,3.978518431,4.617495948,10397984,29128,High income,Advanced economies,Europe and North America
Czech Republic,2009,3.932354045,4.274531624,4.993414084,5.936129468,5.050994339,4.824230876,4.875202166,4.639791498,4.748735594,4.513729884,4.796088232,4.007750459,4.665120961,10460022,27560,High income,Advanced economies,Europe and North America
Czech Republic,2010,3.856554965,4.778908612,4.904050855,6.101996473,5.110258823,4.584809099,4.746894225,4.491736785,4.549492714,4.467476948,4.468273037,3.918851203,4.569366564,10506617,28111,High income,Advanced economies,Europe and North America
Czech Republic,2011,3.647323714,4.87499539,5.16535442,5.907906551,4.953628107,4.583775812,4.620389245,4.30851314,4.817374557,4.480190412,4.415078455,3.771047794,4.521353881,10533985,28603,High income,Advanced economies,Europe and North America
Czech Republic,2012,3.666135682,4.810976335,5.193308037,5.874794743,4.871164476,4.532914924,4.320068608,4.254724896,5.064615231,4.507381161,4.450199372,3.810359592,4.512250359,10545161,28333,High income,Advanced economies,Europe and North America
Czech Republic,2013,3.637448881,4.711592578,5.006250303,5.837823634,4.85077878,4.412280013,4.198311907,4.198821167,4.881971263,4.504564928,4.4276073,3.704743595,4.433402409,10545314,28124,High income,Advanced economies,Europe and North America
Czech Republic,2014,3.77052088,4.74857153,5.366399218,6.203425873,5.024497841,4.527616186,4.261259044,4.451472897,4.961971633,4.485251214,4.463610414,3.667563343,4.533461006,10542666,28695,High income,Advanced economies,Europe and North America
Czech Republic,2015,4.087585479,4.69479349,5.969697178,6.306031236,5.096726396,4.631901554,4.436122051,4.624028279,5.433613932,4.465794217,4.490928879,3.791918106,4.686014619,10543186,29437,High income,Advanced economies,Europe and North America
Czech Republic,2016,4.162698896,4.682532219,5.892054402,6.345756929,5.20089802,4.673978419,4.498561192,4.739377183,5.537185093,4.431329255,4.485525356,3.783461078,4.717944184,11013832,27202,High income,Advanced economies,Europe and North America
Czech Republic,2017,4.164686471,4.605057474,6.23211129,6.401820207,5.249383764,4.660226509,4.487548581,4.799212829,5.497105632,4.494445151,4.608972123,3.870756002,4.774469863,10591323,27270,High income,Advanced economies,Europe and North America
Denmark,2007,6.136498838,6.096474849,5.870020543,6.451458111,5.960236546,5.430760175,5.516352999,5.890611106,5.640350366,4.186617024,5.60471405,5.109698348,5.553628495,5466988,45609,High income,Advanced economies,Europe and North America
Denmark,2008,6.177584669,6.012270225,5.917111015,6.44085286,5.98030569,5.385628721,5.599970788,5.823626188,5.872378042,4.266845878,5.65558607,5.089410893,5.583203425,5495302,45017,High income,Advanced economies,Europe and North America
Denmark,2009,6.082557731,5.833733101,5.711299138,6.307915622,5.897917336,5.211997759,5.533228953,5.310855315,5.9152298,4.316730809,5.513200103,5.043039177,5.462374503,5523755,42498,High income,Advanced economies,Europe and North America
Denmark,2010,5.842181264,5.690570868,5.557440959,6.36320361,5.840383351,5.103233326,5.466348815,4.940130162,5.624697818,4.250713148,5.406656959,4.887243311,5.318880427,5550959,42997,High income,Advanced economies,Europe and North America
Denmark,2011,5.939101439,5.890890357,5.393519664,6.235574928,5.750652013,5.056511553,5.389687495,5.011638504,6.195942188,4.20948678,5.527794058,5.097292418,5.401210502,5576577,43314,High income,Advanced economies,Europe and North America
Denmark,2012,5.39927458,5.739135367,5.398944939,6.189231266,5.594647623,5.031931322,5.218626523,4.686862732,6.165192584,4.216938753,5.412102827,5.07715777,5.285901692,5600972,42869,High income,Advanced economies,Europe and North America
Denmark,2013,5.208968549,5.532181328,5.276578223,6.174834437,5.540880714,4.873245972,5.030577004,4.56747272,6.048506667,4.243107349,5.294186378,4.985922799,5.176960372,5624293,42483,High income,Advanced economies,Europe and North America
Denmark,2014,5.345055149,5.594122541,6.113229905,6.367047861,5.679992305,4.961197872,4.989900395,4.720659681,6.097223728,4.233694397,5.332132786,5.055234961,5.285966966,5646899,42777,High income,Advanced economies,Europe and North America
Denmark,2015,5.452352934,5.538390591,6.285994442,6.361276141,5.786964091,5.005962821,5.107542047,4.643319632,6.110089438,4.263946802,5.391018032,5.114127242,5.334157899,5669081,43495,High income,Advanced economies,Europe and North America
Denmark,2016,5.487365071,5.558700142,5.934285733,6.401369178,5.948388045,5.071120006,5.078749793,4.756207614,6.099963133,4.207289242,5.416690571,5.128160278,5.347623453,5719119,40950,High income,Advanced economies,Europe and North America
Denmark,2017,5.457731908,5.51124186,6.222439471,6.408406039,5.971786367,5.114062129,5.194811027,4.872701772,6.093186454,4.28938021,5.417604145,5.134101677,5.390740834,5769603,40773,High income,Advanced economies,Europe and North America
Dominican Republic,2007,3.232485775,3.036174769,4.558387998,4.753835792,3.239802265,3.735567249,4.125851375,3.631966902,3.126502989,3.456227936,3.69851695,2.674302915,3.653055986,9504336,10233,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2008,3.144964847,3.052150297,4.804345582,4.583956309,3.357210138,4.01757928,4.202146345,3.706674828,3.200924915,3.380160835,3.970566262,2.781117719,3.718183931,9636491,10408,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2009,3.187424972,3.158257483,4.278322176,4.646862941,3.564498942,3.981383438,4.32281161,3.636419783,3.470920791,3.644098963,3.98363954,2.836213561,3.75309054,9767737,10363,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2010,3.228028146,2.826935837,4.363611286,4.855466258,3.587976732,3.792664445,4.197945294,3.764892931,3.575070574,3.60594518,3.722712648,2.624626715,3.721812384,9897983,11075,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2011,3.109057883,3.025169889,4.445100514,5.003602174,3.564345342,3.852511502,3.983379496,3.607281359,3.64630009,3.619206782,3.652071273,2.587363938,3.726350187,10027140,11241,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2012,3.211486239,3.020293247,4.165332863,5.130606634,3.687753427,3.973811481,3.999170747,3.740338685,3.677008334,3.655739585,3.804398385,2.689073412,3.771930676,10155036,11391,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2013,3.232712822,3.016471523,3.906114903,5.070027434,3.651798568,4.031083931,3.917241789,3.845381148,3.608726863,3.708442672,3.960102425,2.830618858,3.758958313,10281408,11790,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2014,3.287109519,3.255354736,4.390880016,4.979569332,3.689537989,4.151217015,3.848360081,3.698722655,3.511156007,3.719336283,3.916189744,2.956504588,3.819786913,10405943,12505,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2015,3.274485889,3.212348223,4.85041007,5.041380804,3.800061609,4.092663373,3.80940501,3.532895108,3.521779871,3.830589346,3.808379767,2.921244626,3.856626578,10528391,12837,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2016,3.192324733,3.218721545,5.538761819,4.933847187,3.944933281,3.998417364,3.793819674,3.727286006,3.734686646,3.792239982,3.813810394,2.885120833,3.939260669,10637264,11868,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Dominican Republic,2017,3.047904976,3.299536855,5.099613262,5.073070597,3.933656511,3.906666199,3.617228734,3.568907094,3.70954973,3.887099766,3.77932423,2.780754667,3.865275516,10766998,12119,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2007,2.934244028,2.641647089,5.580384097,5.11823234,2.91885258,3.349213094,3.730565272,3.688461483,2.568875071,3.369433764,3.565034704,2.556822166,3.571160234,14205479,8840,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2008,2.91681139,2.539992601,5.880044484,5.12960195,2.957588232,3.288470284,3.76027067,3.207641628,2.687304828,3.731841934,3.540704524,2.357481068,3.577647453,14447600,9244,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2009,2.966227167,2.905594763,4.991832656,5.142016191,3.246046496,3.320734613,3.263348873,3.414310925,2.901659476,3.871622031,3.419972618,2.338866592,3.556652573,14691310,9143,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2010,3.048104459,3.176772107,4.760675268,5.605568543,3.645966211,3.362086307,3.240856046,3.417556615,2.968765957,3.812877724,3.337400227,2.433448761,3.651663559,14934692,9311,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2011,3.113041438,3.390729277,5.212119444,5.684559102,3.84664585,3.568691759,3.373479131,3.468171233,3.097719078,3.836091811,3.57116662,2.767745838,3.822890454,15177280,9882,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2012,3.156609261,3.507064254,5.295906143,5.732042569,3.839580207,3.698783103,3.488907799,3.579410833,3.585899626,3.899585554,3.672320842,2.958237028,3.941704043,15419493,10233,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2013,3.608045246,3.814151552,5.244471703,5.90657862,4.218302211,3.966887313,3.963296984,3.780980903,3.487389487,4.008739182,3.973825685,3.39882215,4.178090111,15661312,10541,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2014,,,,,,,,,,,,,,15902916,10774,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2015,3.42225728,4.137584329,4.695555188,5.912425252,4.332594817,3.766183218,3.76466616,3.537751034,3.536941609,4.004368192,3.727810739,3.154396518,4.072767987,16144363,10996,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2016,3.321273187,3.987541014,4.416471504,5.765828246,4.342733378,3.754034602,3.554317697,3.369039099,3.547216343,3.898927894,3.679489992,2.99503022,3.95502649,16913887,10240,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Ecuador,2017,3.053287782,4.118189195,4.344627778,5.907352566,4.250795991,3.65100446,3.407529649,3.336957057,3.603039139,3.919974388,3.593788649,2.89688382,3.914321079,16624858,9975,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Egypt,2007,4.194825961,3.539262808,3.738780361,5.231161494,3.677597848,4.030976197,3.213335926,3.497660852,2.841362969,4.515786525,4.081027675,3.16819412,3.957143824,77605327,9467,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2008,4.245776887,3.742210045,3.560592775,5.190631831,3.562223065,4.001158509,3.263771251,3.682202984,3.042528899,4.67113867,3.934148995,3.150903473,3.984351073,78976122,9974,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2009,4.128265527,4.073493182,3.455076683,5.196498167,3.620809763,3.98647897,3.455232075,4.013458118,3.35213097,4.808997366,3.98014842,3.031431641,4.044878513,80442443,10267,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2010,4.034353238,3.972163298,3.3517764,5.415122257,3.593871918,3.937380898,3.43002463,3.999896833,3.31896205,4.796186718,3.983294826,2.967783092,3.996280616,82040994,10615,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2011,3.783304329,3.806628653,3.744912237,5.3599268,3.436639007,3.748932105,3.193547006,3.776989539,3.309278106,4.768136828,3.824429639,2.837304729,3.879084047,83787634,10629,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2012,3.55746339,3.610055004,3.12297135,5.348539238,3.321687751,3.762890586,3.064526935,3.671685158,3.426319605,4.773802893,3.769455939,2.841012537,3.731461072,85660902,10683,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2013,3.32779679,3.335249651,3.153067642,5.316698702,3.083830036,3.876746451,2.99680545,3.408566919,3.208773635,4.816947833,3.832947783,2.794877397,3.627311731,87613909,10731,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2014,3.41135779,3.200181401,2.95805421,5.365264185,3.267537863,3.950243622,3.079765255,3.186909671,3.212367481,4.782535445,3.70225891,2.651248479,3.601107739,89579670,10792,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2015,3.647758374,3.412754738,2.772541018,5.335699857,3.247051064,3.953713302,3.154036896,3.234779596,3.187740908,5.067935516,3.705046214,2.749458806,3.660038757,91508084,11031,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2016,3.649633374,3.362095944,2.680092669,5.454536697,3.265682621,3.953345712,3.154036896,3.386054484,3.262126032,5.027837182,3.705046214,2.74993787,3.67480865,92176763,10137,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Egypt,2017,3.614737258,3.353623017,2.700046999,5.503058186,3.267769847,3.959501005,3.15931962,3.417526591,3.235004685,5.032648303,3.714894398,2.776043369,3.684896195,92193811,10234,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
El Salvador,2007,3.629187626,3.976153248,4.894723036,5.28034592,3.416276332,4.319624106,4.526417885,4.398353822,2.874671122,3.060390615,3.920869709,2.658253211,4.050744733,5986414,7391,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2008,3.456075653,3.89993545,5.101808226,5.263240957,3.417446,4.273606312,4.428662605,4.229608018,2.94709043,3.17796665,3.931143652,2.55671063,3.992466969,6004199,7450,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2009,3.515830426,4.204781469,4.68133595,5.169426394,3.477231992,4.401245283,4.357046866,4.180307931,3.355424125,3.323364691,4.069822763,2.640448274,4.017202716,6021368,7180,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2010,3.441672636,4.13496991,4.664124165,5.517318456,3.521894809,4.323150775,4.213971123,4.015872124,3.408896975,3.193481013,3.89731082,2.504636193,3.985678102,6038306,7237,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2011,3.211838932,3.981241026,4.611536618,5.423606039,3.45540008,4.224058769,3.96366928,4.007529766,3.369501734,3.211317004,3.810900377,2.461121595,3.889046413,6055208,7352,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2012,3.015194363,3.933908369,4.178263377,5.37744621,3.44868819,4.208618543,3.85971127,3.954331312,3.260855967,3.230718957,3.787449444,2.540027035,3.797098742,6072233,7442,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2013,3.076710861,4.014675303,4.254336791,5.461291848,3.552084474,4.234260443,3.875805097,3.709833375,3.051173794,3.278060603,4.104974205,3.011042033,3.844937108,6089644,7515,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2014,3.438852493,4.340839448,4.229542857,5.610866367,3.851374612,4.445695247,3.643274663,3.780494719,3.244877442,3.30068365,4.429944005,3.495139435,4.01379765,6107706,7613,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2015,3.277447386,4.21256891,4.2796089,5.365035453,3.558377487,4.192886625,3.610283024,3.57006096,3.548097062,3.249087318,3.954409745,3.060379126,3.874938215,6126583,7776,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2016,2.988199758,4.025128723,4.222333721,5.36640234,3.565698884,4.025924904,3.571329949,4.267595763,3.404705009,3.175315359,3.686559024,2.625302658,3.810013694,6413569,7100,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
El Salvador,2017,2.747673272,3.969780018,4.466401973,5.310242582,3.485165481,3.962887999,3.429010304,4.15206151,3.443888415,3.257096618,3.600468146,2.563704571,3.768460948,6377853,7192,Lower middle income,Latin America and the Caribbean,Latin America and the Caribbean
Estonia,2007,4.737573946,4.378024064,5.847684825,6.056423816,5.18374019,4.94977276,4.763439649,5.096513238,5.074512319,2.892158336,4.391669503,3.750513495,4.74428227,1344233,26066,High income,Advanced economies,Europe and North America
Estonia,2008,4.845438866,4.437400202,5.724900019,6.081909078,5.225305029,4.977495923,4.738588063,5.07793245,5.295583101,3.037070307,4.380365341,3.744881484,4.670693984,1339941,24743,High income,Advanced economies,Europe and North America
Estonia,2009,4.853715071,4.670277308,4.899489219,5.978190975,5.105605041,4.811547776,4.864192462,4.819237311,5.487920932,3.076795062,4.308214344,3.644957531,4.560167625,1336013,21137,High income,Advanced economies,Europe and North America
Estonia,2010,4.909460431,4.939737809,5.404909374,6.264040182,5.167283398,4.7132451,4.908849846,4.499609489,4.943321613,2.888907405,4.130913094,3.67766567,4.608108753,1332089,21710,High income,Advanced economies,Europe and North America
Estonia,2011,4.985638704,4.710892941,5.705234276,6.255516718,5.15238893,4.736422636,4.917645883,4.505065907,4.949248261,2.885001572,4.158860487,3.808037454,4.617458178,1328068,23576,High income,Advanced economies,Europe and North America
Estonia,2012,4.939017325,4.716988414,6.007547871,6.212556757,5.16948769,4.731772389,5.113808913,4.508498138,5.291106116,2.979281872,4.19650193,3.928453911,4.643361493,1324040,24761,High income,Advanced economies,Europe and North America
Estonia,2013,4.895322547,4.69846904,5.892995426,6.217335263,5.216781421,4.729642517,5.033717234,4.589077911,5.199331379,3.061632063,4.260635026,3.894894907,4.650644198,1320050,25254,High income,Advanced economies,Europe and North America
Estonia,2014,4.961842445,4.847307307,6.003257205,6.333139425,5.486641911,4.891179917,5.020482809,4.665350443,5.260009601,3.072232559,4.318663371,3.953447367,4.7144187,1316203,25865,High income,Advanced economies,Europe and North America
Estonia,2015,5.031615735,4.874037838,6.152583662,6.339838127,5.504462561,4.931915249,4.99609074,4.626729216,5.317863103,3.086713168,4.263391633,4.027621054,4.735536841,1312558,26812,High income,Advanced economies,Europe and North America
Estonia,2016,5.114921087,4.98132957,6.12656802,6.508726145,5.54450633,5.061652945,5.033742202,4.817697011,5.354601959,3.001404115,4.259437926,4.050421504,4.784189869,1354927,25154,High income,Advanced economies,Europe and North America
Estonia,2017,5.037724559,5.091516875,6.072123785,6.429854814,5.523155086,5.088767848,5.016294737,4.851558367,5.912302281,3.104915966,4.363045316,4.038544134,4.849882276,1315480,25034,High income,Advanced economies,Europe and North America
Ethiopia,2007,3.711669747,2.538547949,3.463602402,3.581861641,2.545647554,3.647118526,4.257876277,3.324504746,2.355006559,3.440913338,3.183702175,2.614202363,3.280945449,80891968,863,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Ethiopia,2008,3.803845273,2.662813427,4.002520516,3.786878684,2.680810098,3.677531045,4.288284396,3.114025158,2.181219056,3.323287926,3.271740977,2.69453654,3.411366488,83079608,931,Low income,Sub-Saharan Africa,Sub-Saharan Africa
